id,spot_name,ymd,pm10,pm25,O3,NO2,CO,SO2,vol
1402,용산구,2021-01-10 08:00,35.0,18.0,0.002,0.035,0.6,0.003,455.0
1403,중구,2021-01-10 08:00,35.0,25.0,0.002,0.044,0.8,0.003,228.0
1404,은평구,2021-01-10 08:00,24.0,18.0,0.004,0.03,0.6,0.004,361.0
1407,도봉구,2021-01-10 08:00,28.0,28.0,0.002,0.044,0.9,0.002,54.0
1408,노원구,2021-01-10 08:00,38.0,32.0,0.003,0.041,0.9,0.003,186.0
1409,광진구,2021-01-10 08:00,31.0,24.0,0.001,0.034,1.2,0.0,47.0
1411,중랑구,2021-01-10 08:00,33.0,22.0,0.002,0.044,0.8,0.003,150.0
1412,동대문구,2021-01-10 08:00,29.0,26.0,0.002,0.046,0.8,0.004,62.0
1413,성북구,2021-01-10 08:00,27.0,21.0,0.003,0.041,0.8,0.004,102.0
1415,영등포구,2021-01-10 08:00,27.0,20.0,0.002,0.045,0.8,0.003,56.0
1416,동작구,2021-01-10 08:00,37.0,26.0,0.003,0.05,0.7,0.003,99.0
1417,관악구,2021-01-10 08:00,25.0,18.0,0.002,0.049,0.8,0.004,246.0
1418,금천구,2021-01-10 08:00,33.0,23.0,0.002,0.049,0.8,0.003,0.0
1419,강서구,2021-01-10 08:00,36.0,24.0,0.003,0.046,0.6,0.006,37.0
1420,양천구,2021-01-10 08:00,38.0,25.0,0.002,0.053,0.9,0.003,62.0
1421,구로구,2021-01-10 08:00,31.0,25.0,0.003,0.046,0.6,0.01,73.0
1422,강남구,2021-01-10 08:00,25.0,21.0,0.002,0.038,0.6,0.003,99.0
1423,서초구,2021-01-10 08:00,27.0,18.0,0.003,0.045,0.6,0.004,181.0
1424,송파구,2021-01-10 08:00,22.0,18.0,0.003,0.036,0.7,0.003,0.0
1425,강동구,2021-01-10 08:00,36.0,30.0,0.002,0.04,0.7,0.003,0.0
1426,종로구,2021-01-10 12:00,48.0,35.0,0.017,0.028,0.8,0.004,91.0
1427,용산구,2021-01-10 12:00,55.0,30.0,0.015,0.021,0.6,0.005,870.0
1428,중구,2021-01-10 12:00,54.0,40.0,0.01,0.038,0.8,0.004,470.0
1429,은평구,2021-01-10 12:00,37.0,20.0,0.018,0.025,0.7,0.005,655.0
1432,도봉구,2021-01-10 12:00,37.0,27.0,0.017,0.022,0.5,0.003,70.0
1433,노원구,2021-01-10 12:00,44.0,40.0,0.018,0.022,0.6,0.004,498.0
1434,광진구,2021-01-10 12:00,38.0,30.0,0.013,0.026,1.0,0.0,122.0
1436,중랑구,2021-01-10 12:00,35.0,22.0,0.017,0.024,0.8,0.005,298.0
1437,동대문구,2021-01-10 12:00,35.0,30.0,0.015,0.032,0.7,0.005,50.0
1438,성북구,2021-01-10 12:00,37.0,24.0,0.015,0.028,0.7,0.005,99.0
1440,영등포구,2021-01-10 12:00,40.0,30.0,0.011,0.035,0.9,0.004,195.0
1441,동작구,2021-01-10 12:00,43.0,31.0,0.016,0.027,0.6,0.004,175.0
1442,관악구,2021-01-10 12:00,32.0,24.0,0.011,0.037,0.8,0.004,538.0
1443,금천구,2021-01-10 12:00,52.0,48.0,0.016,0.031,0.7,0.005,0.0
1444,강서구,2021-01-10 12:00,34.0,21.0,0.018,0.028,0.4,0.004,35.0
1445,양천구,2021-01-10 12:00,41.0,27.0,0.013,0.036,0.8,0.005,137.0
1446,구로구,2021-01-10 12:00,43.0,27.0,0.015,0.033,0.6,0.006,61.0
1447,강남구,2021-01-10 12:00,31.0,24.0,0.012,0.033,0.7,0.005,97.0
1448,서초구,2021-01-10 12:00,38.0,29.0,0.015,0.033,0.6,0.005,509.0
1449,송파구,2021-01-10 12:00,36.0,32.0,0.024,0.022,0.6,0.005,0.0
1450,강동구,2021-01-10 12:00,39.0,28.0,0.02,0.023,0.7,0.005,0.0
1451,종로구,2021-01-10 16:00,40.0,29.0,0.015,0.032,0.6,0.004,94.0
1452,용산구,2021-01-10 16:00,51.0,22.0,0.013,0.027,0.5,0.004,782.0
1453,중구,2021-01-10 16:00,45.0,33.0,0.01,0.038,0.6,0.004,394.0
1454,은평구,2021-01-10 16:00,17.0,13.0,0.032,0.013,0.4,0.004,665.0
1457,도봉구,2021-01-10 16:00,19.0,16.0,0.026,0.015,0.3,0.003,140.0
1458,노원구,2021-01-10 16:00,38.0,31.0,0.025,0.017,0.5,0.004,585.0
1459,광진구,2021-01-10 16:00,32.0,23.0,0.013,0.026,0.8,0.0,125.0
1461,중랑구,2021-01-10 16:00,32.0,17.0,0.016,0.03,0.6,0.004,389.0
1462,동대문구,2021-01-10 16:00,30.0,20.0,0.015,0.032,0.6,0.004,53.0
1463,성북구,2021-01-10 16:00,36.0,22.0,0.013,0.032,0.6,0.004,93.0
1465,영등포구,2021-01-10 16:00,28.0,18.0,0.018,0.025,0.5,0.004,181.0
1466,동작구,2021-01-10 16:00,33.0,24.0,0.014,0.034,0.5,0.003,189.0
1467,관악구,2021-01-10 16:00,24.0,15.0,0.012,0.037,0.6,0.004,508.0
1468,금천구,2021-01-10 16:00,29.0,20.0,0.018,0.029,0.4,0.004,0.0
1469,강서구,2021-01-10 16:00,28.0,16.0,0.022,0.023,0.3,0.005,36.0
1470,양천구,2021-01-10 16:00,33.0,20.0,0.023,0.021,0.4,0.003,138.0
1471,구로구,2021-01-10 16:00,31.0,12.0,0.021,0.026,0.4,0.005,66.0
1472,강남구,2021-01-10 16:00,27.0,21.0,0.016,0.03,0.5,0.004,91.0
1473,서초구,2021-01-10 16:00,34.0,18.0,0.015,0.033,0.4,0.004,501.0
1474,송파구,2021-01-10 16:00,25.0,18.0,0.021,0.028,0.5,0.005,0.0
1475,강동구,2021-01-10 16:00,30.0,22.0,0.019,0.024,0.5,0.004,0.0
1476,종로구,2021-01-10 20:00,26.0,18.0,0.017,0.025,0.5,0.003,92.0
1477,용산구,2021-01-10 20:00,41.0,17.0,0.006,0.034,0.5,0.004,395.0
1478,중구,2021-01-10 20:00,39.0,28.0,0.003,0.046,0.6,0.004,224.0
1479,은평구,2021-01-10 20:00,25.0,14.0,0.014,0.025,0.5,0.004,481.0
1482,도봉구,2021-01-10 20:00,21.0,13.0,0.023,0.017,0.3,0.002,79.0
1483,노원구,2021-01-10 20:00,25.0,17.0,0.021,0.021,0.5,0.004,310.0
1484,광진구,2021-01-10 20:00,23.0,17.0,0.013,0.021,0.7,0.0,55.0
1486,중랑구,2021-01-10 20:00,22.0,13.0,0.02,0.023,0.5,0.004,155.0
1487,동대문구,2021-01-10 20:00,21.0,17.0,0.019,0.025,0.5,0.004,53.0
1488,성북구,2021-01-10 20:00,15.0,12.0,0.017,0.022,0.5,0.004,87.0
1490,영등포구,2021-01-10 20:00,24.0,16.0,0.01,0.033,0.6,0.003,54.0
1491,동작구,2021-01-10 20:00,35.0,25.0,0.003,0.048,0.6,0.003,141.0
1492,관악구,2021-01-10 20:00,31.0,19.0,0.004,0.047,0.6,0.003,388.0
1493,금천구,2021-01-10 20:00,35.0,26.0,0.006,0.043,0.6,0.003,0.0
1494,강서구,2021-01-10 20:00,27.0,16.0,0.018,0.025,0.3,0.004,33.0
1495,양천구,2021-01-10 20:00,27.0,16.0,0.015,0.03,0.5,0.003,83.0
1496,구로구,2021-01-10 20:00,29.0,20.0,0.007,0.041,0.4,0.005,74.0
1497,강남구,2021-01-10 20:00,24.0,19.0,0.01,0.034,0.5,0.004,108.0
1498,서초구,2021-01-10 20:00,33.0,23.0,0.006,0.042,0.5,0.004,293.0
1499,송파구,2021-01-10 20:00,22.0,15.0,0.008,0.04,0.6,0.005,0.0
1500,강동구,2021-01-10 20:00,27.0,19.0,0.0,0.02,0.4,0.004,0.0
1501,종로구,2021-01-11 00:00,36.0,26.0,0.01,0.03,0.6,0.003,24.0
1502,용산구,2021-01-11 00:00,32.0,15.0,0.005,0.036,0.5,0.003,110.0
1503,중구,2021-01-11 00:00,36.0,24.0,0.007,0.037,0.6,0.003,62.0
1504,은평구,2021-01-11 00:00,28.0,19.0,0.011,0.028,0.6,0.004,115.0
1507,도봉구,2021-01-11 00:00,24.0,19.0,0.023,0.016,0.3,0.002,6.0
1508,노원구,2021-01-11 00:00,30.0,23.0,0.002,0.046,0.7,0.004,55.0
1509,광진구,2021-01-11 00:00,31.0,24.0,0.002,0.04,1.0,0.0,9.0
1511,중랑구,2021-01-11 00:00,34.0,21.0,0.002,0.055,0.9,0.003,44.0
1512,동대문구,2021-01-11 00:00,26.0,21.0,0.01,0.035,0.5,0.003,11.0
1513,성북구,2021-01-11 00:00,24.0,18.0,0.008,0.038,0.6,0.004,11.0
1515,영등포구,2021-01-11 00:00,27.0,19.0,0.01,0.031,0.6,0.003,15.0
1516,동작구,2021-01-11 00:00,34.0,27.0,0.001,0.052,0.6,0.003,15.0
1517,관악구,2021-01-11 00:00,28.0,20.0,0.001,0.059,0.8,0.003,118.0
1518,금천구,2021-01-11 00:00,33.0,23.0,0.002,0.053,0.7,0.003,0.0
1519,강서구,2021-01-11 00:00,38.0,23.0,0.006,0.039,0.4,0.004,3.0
1520,양천구,2021-01-11 00:00,38.0,25.0,0.005,0.043,0.6,0.003,14.0
1521,구로구,2021-01-11 00:00,37.0,26.0,0.006,0.046,0.5,0.005,7.0
1522,강남구,2021-01-11 00:00,28.0,23.0,0.001,0.05,0.7,0.004,42.0
1523,서초구,2021-01-11 00:00,35.0,26.0,0.003,0.051,0.5,0.004,46.0
1524,송파구,2021-01-11 00:00,28.0,18.0,0.002,0.049,0.8,0.004,0.0
1525,강동구,2021-01-11 00:00,37.0,29.0,0.002,0.051,0.7,0.003,0.0
1526,종로구,2021-01-11 04:00,39.0,26.0,0.008,0.034,0.7,0.003,18.0
1527,용산구,2021-01-11 04:00,44.0,24.0,0.007,0.028,0.6,0.003,64.0
1528,중구,2021-01-11 04:00,44.0,29.0,0.01,0.031,0.6,0.003,72.0
1529,은평구,2021-01-11 04:00,33.0,25.0,0.014,0.02,0.6,0.003,198.0
1532,도봉구,2021-01-11 04:00,30.0,26.0,0.011,0.027,0.6,0.002,9.0
1533,노원구,2021-01-11 04:00,47.0,33.0,0.023,0.015,0.6,0.005,54.0
1534,광진구,2021-01-11 04:00,33.0,24.0,0.002,0.034,1.0,0.0,9.0
1536,중랑구,2021-01-11 04:00,36.0,21.0,0.016,0.022,1.0,0.004,47.0
1537,동대문구,2021-01-11 04:00,33.0,24.0,0.012,0.031,0.7,0.005,10.0
1538,성북구,2021-01-11 04:00,35.0,23.0,0.008,0.034,0.7,0.004,74.0
1540,영등포구,2021-01-11 04:00,39.0,29.0,0.007,0.031,0.7,0.003,18.0
1541,동작구,2021-01-11 04:00,47.0,34.0,0.005,0.04,0.6,0.003,22.0
1542,관악구,2021-01-11 04:00,36.0,24.0,0.006,0.038,0.7,0.004,107.0
1543,금천구,2021-01-11 04:00,46.0,32.0,0.008,0.035,0.7,0.002,0.0
1544,강서구,2021-01-11 04:00,52.0,31.0,0.012,0.026,0.4,0.004,18.0
1545,양천구,2021-01-11 04:00,50.0,33.0,0.01,0.03,0.7,0.003,27.0
1546,구로구,2021-01-11 04:00,40.0,27.0,0.014,0.029,0.5,0.005,24.0
1547,강남구,2021-01-11 04:00,33.0,28.0,0.003,0.039,0.6,0.004,24.0
1548,서초구,2021-01-11 04:00,42.0,29.0,0.007,0.034,0.5,0.004,24.0
1549,송파구,2021-01-11 04:00,30.0,21.0,0.004,0.042,0.7,0.003,0.0
1550,강동구,2021-01-11 04:00,38.0,30.0,0.003,0.042,0.7,0.003,0.0
1551,종로구,2021-01-11 08:00,46.0,31.0,0.002,0.05,1.0,0.004,138.0
1552,용산구,2021-01-11 08:00,45.0,23.0,0.002,0.042,0.8,0.003,1137.0
1553,중구,2021-01-11 08:00,43.0,29.0,0.002,0.046,0.9,0.004,603.0
1554,은평구,2021-01-11 08:00,32.0,20.0,0.002,0.04,0.8,0.004,848.0
1557,도봉구,2021-01-11 08:00,36.0,29.0,0.002,0.045,0.9,0.002,175.0
1558,노원구,2021-01-11 08:00,49.0,37.0,0.002,0.05,1.1,0.004,646.0
1559,광진구,2021-01-11 08:00,40.0,32.0,0.001,0.042,1.3,0.0,711.0
1561,중랑구,2021-01-11 08:00,42.0,26.0,0.002,0.051,1.1,0.004,537.0
1562,동대문구,2021-01-11 08:00,37.0,28.0,0.002,0.057,1.0,0.005,88.0
1563,성북구,2021-01-11 08:00,44.0,29.0,0.002,0.052,1.1,0.005,152.0
1565,영등포구,2021-01-11 08:00,42.0,32.0,0.002,0.05,1.0,0.005,414.0
1566,동작구,2021-01-11 08:00,40.0,29.0,0.002,0.06,1.0,0.003,441.0
1567,관악구,2021-01-11 08:00,35.0,25.0,0.001,0.059,1.1,0.004,762.0
1568,금천구,2021-01-11 08:00,45.0,33.0,0.002,0.053,1.0,0.003,0.0
1569,강서구,2021-01-11 08:00,51.0,33.0,0.005,0.039,0.5,0.006,58.0
1570,양천구,2021-01-11 08:00,56.0,35.0,0.002,0.05,1.2,0.004,282.0
1571,구로구,2021-01-11 08:00,51.0,33.0,0.004,0.045,0.7,0.008,96.0
1572,강남구,2021-01-11 08:00,35.0,29.0,0.002,0.051,0.8,0.004,138.0
1573,서초구,2021-01-11 08:00,40.0,27.0,0.003,0.055,0.8,0.004,473.0
1574,송파구,2021-01-11 08:00,35.0,27.0,0.002,0.051,0.9,0.003,0.0
1575,강동구,2021-01-11 08:00,44.0,36.0,0.002,0.046,0.8,0.004,48.0
1576,종로구,2021-01-11 12:00,62.0,43.0,0.005,0.044,1.0,0.004,123.0
1577,용산구,2021-01-11 12:00,62.0,35.0,0.004,0.042,0.8,0.004,774.0
1578,중구,2021-01-11 12:00,69.0,50.0,0.004,0.053,1.1,0.004,422.0
1579,은평구,2021-01-11 12:00,50.0,37.0,0.005,0.042,0.9,0.005,704.0
1582,도봉구,2021-01-11 12:00,57.0,39.0,0.006,0.041,0.8,0.003,107.0
1583,노원구,2021-01-11 12:00,59.0,48.0,0.007,0.04,0.9,0.004,598.0
1584,광진구,2021-01-11 12:00,45.0,39.0,0.004,0.036,1.0,0.0,169.0
1586,중랑구,2021-01-11 12:00,43.0,28.0,0.007,0.038,0.7,0.004,374.0
1587,동대문구,2021-01-11 12:00,48.0,36.0,0.005,0.05,0.9,0.005,76.0
1588,성북구,2021-01-11 12:00,46.0,35.0,0.005,0.041,0.8,0.005,133.0
1590,영등포구,2021-01-11 12:00,52.0,41.0,0.003,0.055,1.2,0.004,301.0
1591,동작구,2021-01-11 12:00,57.0,40.0,0.005,0.047,0.8,0.004,231.0
1592,관악구,2021-01-11 12:00,40.0,28.0,0.004,0.051,0.9,0.004,578.0
1593,금천구,2021-01-11 12:00,75.0,53.0,0.006,0.047,0.8,0.004,0.0
1594,강서구,2021-01-11 12:00,82.0,48.0,0.004,0.06,0.8,0.005,52.0
1595,양천구,2021-01-11 12:00,76.0,49.0,0.003,0.061,1.2,0.005,217.0
1596,구로구,2021-01-11 12:00,56.0,38.0,0.006,0.048,0.9,0.006,95.0
1597,강남구,2021-01-11 12:00,42.0,35.0,0.004,0.045,0.8,0.004,126.0
1598,서초구,2021-01-11 12:00,59.0,42.0,0.005,0.054,0.9,0.005,636.0
1599,송파구,2021-01-11 12:00,44.0,33.0,0.005,0.049,0.9,0.005,0.0
1600,강동구,2021-01-11 12:00,57.0,44.0,0.004,0.043,0.8,0.003,0.0
1601,종로구,2021-01-11 16:00,48.0,36.0,0.007,0.041,0.8,0.003,124.0
1602,용산구,2021-01-11 16:00,50.0,29.0,0.005,0.038,0.6,0.004,625.0
1603,중구,2021-01-11 16:00,54.0,41.0,0.006,0.047,0.9,0.004,377.0
1604,은평구,2021-01-11 16:00,41.0,31.0,0.007,0.037,0.7,0.005,702.0
1607,도봉구,2021-01-11 16:00,33.0,29.0,0.009,0.033,0.6,0.003,132.0
1608,노원구,2021-01-11 16:00,43.0,36.0,0.011,0.034,0.6,0.004,636.0
1609,광진구,2021-01-11 16:00,39.0,32.0,0.008,0.031,0.8,0.0,149.0
1611,중랑구,2021-01-11 16:00,36.0,23.0,0.013,0.033,0.6,0.004,425.0
1612,동대문구,2021-01-11 16:00,40.0,32.0,0.008,0.041,0.7,0.004,78.0
1613,성북구,2021-01-11 16:00,40.0,29.0,0.007,0.039,0.7,0.004,127.0
1615,영등포구,2021-01-11 16:00,39.0,29.0,0.005,0.045,0.8,0.004,251.0
1616,동작구,2021-01-11 16:00,52.0,39.0,0.004,0.051,0.7,0.004,264.0
1617,관악구,2021-01-11 16:00,39.0,28.0,0.003,0.055,0.8,0.004,650.0
1618,금천구,2021-01-11 16:00,44.0,32.0,0.007,0.043,0.7,0.004,0.0
1619,강서구,2021-01-11 16:00,49.0,31.0,0.005,0.047,0.5,0.004,52.0
1620,양천구,2021-01-11 16:00,47.0,32.0,0.005,0.046,0.7,0.004,227.0
1621,구로구,2021-01-11 16:00,39.0,28.0,0.007,0.044,0.6,0.005,88.0
1622,강남구,2021-01-11 16:00,41.0,36.0,0.005,0.045,0.6,0.005,132.0
1623,서초구,2021-01-11 16:00,37.0,27.0,0.007,0.046,0.5,0.004,538.0
1624,송파구,2021-01-11 16:00,45.0,37.0,0.006,0.046,0.7,0.004,0.0
1625,강동구,2021-01-11 16:00,45.0,35.0,0.01,0.034,0.5,0.004,121.0
1626,종로구,2021-01-11 20:00,39.0,29.0,0.003,0.052,0.9,0.003,121.0
1627,용산구,2021-01-11 20:00,41.0,23.0,0.002,0.04,0.6,0.003,508.0
1628,중구,2021-01-11 20:00,47.0,34.0,0.002,0.051,0.8,0.004,317.0
1629,은평구,2021-01-11 20:00,39.0,31.0,0.002,0.042,0.9,0.004,454.0
1632,도봉구,2021-01-11 20:00,39.0,37.0,0.002,0.042,0.7,0.002,92.0
1633,노원구,2021-01-11 20:00,45.0,35.0,0.002,0.058,1.1,0.005,411.0
1634,광진구,2021-01-11 20:00,33.0,28.0,0.001,0.039,0.8,0.0,76.0
1636,중랑구,2021-01-11 20:00,31.0,21.0,0.004,0.041,0.6,0.003,211.0
1637,동대문구,2021-01-11 20:00,29.0,25.0,0.002,0.052,0.7,0.004,76.0
1638,성북구,2021-01-11 20:00,34.0,27.0,0.002,0.052,0.9,0.004,119.0
1640,영등포구,2021-01-11 20:00,39.0,30.0,0.002,0.054,1.0,0.004,150.0
1641,동작구,2021-01-11 20:00,48.0,38.0,0.002,0.057,0.8,0.004,234.0
1642,관악구,2021-01-11 20:00,41.0,31.0,0.001,0.062,1.0,0.004,492.0
1643,금천구,2021-01-11 20:00,55.0,44.0,0.002,0.062,1.0,0.003,0.0
1644,강서구,2021-01-11 20:00,57.0,34.0,0.002,0.056,0.6,0.007,49.0
1645,양천구,2021-01-11 20:00,48.0,33.0,0.002,0.06,1.0,0.005,138.0
1646,구로구,2021-01-11 20:00,45.0,35.0,0.003,0.05,0.7,0.005,102.0
1647,강남구,2021-01-11 20:00,31.0,27.0,0.001,0.049,0.6,0.005,155.0
1648,서초구,2021-01-11 20:00,33.0,23.0,0.003,0.052,0.6,0.004,595.0
1649,송파구,2021-01-11 20:00,39.0,30.0,0.001,0.053,0.7,0.004,0.0
1650,강동구,2021-01-11 20:00,48.0,37.0,0.002,0.054,0.8,0.004,25.0
1651,종로구,2021-01-12 00:00,43.0,35.0,0.002,0.052,1.0,0.004,20.0
1652,용산구,2021-01-12 00:00,52.0,30.0,0.001,0.045,0.8,0.003,141.0
1653,중구,2021-01-12 00:00,49.0,35.0,0.002,0.055,1.0,0.004,59.0
1654,은평구,2021-01-12 00:00,35.0,33.0,0.003,0.041,0.8,0.004,112.0
1657,도봉구,2021-01-12 00:00,44.0,41.0,0.002,0.045,0.7,0.002,5.0
1658,노원구,2021-01-12 00:00,50.0,42.0,0.002,0.054,1.1,0.004,77.0
1659,광진구,2021-01-12 00:00,38.0,35.0,0.001,0.038,1.0,0.0,20.0
1661,중랑구,2021-01-12 00:00,41.0,28.0,0.002,0.044,0.7,0.003,36.0
1662,동대문구,2021-01-12 00:00,38.0,33.0,0.001,0.055,0.9,0.004,13.0
1663,성북구,2021-01-12 00:00,41.0,34.0,0.002,0.053,1.0,0.004,11.0
1665,영등포구,2021-01-12 00:00,39.0,31.0,0.002,0.058,1.0,0.005,13.0
1666,동작구,2021-01-12 00:00,49.0,38.0,0.002,0.057,0.8,0.003,26.0
1667,관악구,2021-01-12 00:00,37.0,28.0,0.001,0.065,1.0,0.004,183.0
1668,금천구,2021-01-12 00:00,48.0,35.0,0.002,0.06,1.0,0.005,0.0
1669,강서구,2021-01-12 00:00,63.0,38.0,0.002,0.067,0.7,0.005,5.0
1670,양천구,2021-01-12 00:00,58.0,40.0,0.002,0.065,1.1,0.005,28.0
1671,구로구,2021-01-12 00:00,48.0,36.0,0.003,0.052,0.7,0.006,11.0
1672,강남구,2021-01-12 00:00,38.0,35.0,0.002,0.054,0.9,0.005,51.0
1673,서초구,2021-01-12 00:00,45.0,33.0,0.003,0.053,0.6,0.004,116.0
1674,송파구,2021-01-12 00:00,42.0,35.0,0.002,0.054,0.9,0.004,0.0
1675,강동구,2021-01-12 00:00,52.0,44.0,0.002,0.049,0.8,0.003,6.0
1676,종로구,2021-01-12 04:00,51.0,43.0,0.002,0.049,1.0,0.002,21.0
1677,용산구,2021-01-12 04:00,57.0,34.0,0.002,0.04,0.8,0.003,80.0
1678,중구,2021-01-12 04:00,57.0,43.0,0.002,0.051,0.9,0.003,18.0
1679,은평구,2021-01-12 04:00,42.0,34.0,0.003,0.046,0.9,0.004,159.0
1682,도봉구,2021-01-12 04:00,43.0,37.0,0.002,0.047,0.9,0.002,17.0
1683,노원구,2021-01-12 04:00,52.0,44.0,0.002,0.048,1.0,0.004,51.0
1684,광진구,2021-01-12 04:00,44.0,41.0,0.001,0.035,0.9,0.0,12.0
1686,중랑구,2021-01-12 04:00,46.0,31.0,0.002,0.043,0.8,0.003,47.0
1687,동대문구,2021-01-12 04:00,43.0,36.0,0.002,0.053,1.0,0.004,11.0
1688,성북구,2021-01-12 04:00,42.0,35.0,0.002,0.051,1.1,0.004,77.0
1690,영등포구,2021-01-12 04:00,46.0,39.0,0.002,0.054,1.1,0.003,11.0
1691,동작구,2021-01-12 04:00,52.0,42.0,0.002,0.057,0.9,0.003,25.0
1692,관악구,2021-01-12 04:00,39.0,32.0,0.001,0.062,1.1,0.003,120.0
1693,금천구,2021-01-12 04:00,47.0,35.0,0.002,0.059,1.0,0.003,0.0
1694,강서구,2021-01-12 04:00,59.0,36.0,0.002,0.057,0.8,0.005,24.0
1695,양천구,2021-01-12 04:00,61.0,46.0,0.002,0.059,1.2,0.004,30.0
1696,구로구,2021-01-12 04:00,50.0,38.0,0.003,0.05,0.8,0.005,15.0
1697,강남구,2021-01-12 04:00,40.0,39.0,0.002,0.042,0.7,0.004,23.0
1698,서초구,2021-01-12 04:00,50.0,38.0,0.003,0.052,0.7,0.004,38.0
1699,송파구,2021-01-12 04:00,40.0,35.0,0.002,0.044,0.8,0.003,0.0
1700,강동구,2021-01-12 04:00,60.0,52.0,0.002,0.041,0.7,0.004,5.0
1701,종로구,2021-01-12 08:00,52.0,44.0,0.002,0.053,1.1,0.003,132.0
1702,용산구,2021-01-12 08:00,53.0,35.0,0.001,0.042,0.8,0.003,1238.0
1703,중구,2021-01-12 08:00,57.0,45.0,0.002,0.058,1.1,0.004,624.0
1704,은평구,2021-01-12 08:00,45.0,33.0,0.003,0.046,0.9,0.004,853.0
1707,도봉구,2021-01-12 08:00,0.0,41.0,0.002,0.042,0.8,0.002,163.0
1708,노원구,2021-01-12 08:00,61.0,52.0,0.002,0.063,1.3,0.004,684.0
1709,광진구,2021-01-12 08:00,45.0,40.0,0.001,0.038,1.2,0.0,748.0
1711,중랑구,2021-01-12 08:00,49.0,34.0,0.002,0.045,0.9,0.003,557.0
1712,동대문구,2021-01-12 08:00,43.0,39.0,0.002,0.055,1.0,0.004,82.0
1713,성북구,2021-01-12 08:00,44.0,37.0,0.003,0.048,1.1,0.004,150.0
1715,영등포구,2021-01-12 08:00,47.0,40.0,0.002,0.054,1.1,0.004,473.0
1716,동작구,2021-01-12 08:00,58.0,44.0,0.002,0.056,0.9,0.003,457.0
1717,관악구,2021-01-12 08:00,37.0,32.0,0.001,0.063,1.2,0.004,776.0
1718,금천구,2021-01-12 08:00,52.0,42.0,0.002,0.064,1.2,0.003,0.0
1719,강서구,2021-01-12 08:00,58.0,40.0,0.002,0.06,0.7,0.004,59.0
1720,양천구,2021-01-12 08:00,58.0,46.0,0.002,0.06,1.3,0.003,274.0
1721,구로구,2021-01-12 08:00,50.0,41.0,0.003,0.05,0.9,0.005,94.0
1722,강남구,2021-01-12 08:00,42.0,41.0,0.002,0.044,0.8,0.004,132.0
1723,서초구,2021-01-12 08:00,51.0,41.0,0.003,0.056,0.8,0.004,549.0
1724,송파구,2021-01-12 08:00,45.0,37.0,0.002,0.05,1.0,0.004,0.0
1725,강동구,2021-01-12 08:00,54.0,46.0,0.002,0.044,0.9,0.003,30.0
1726,종로구,2021-01-12 12:00,73.0,58.0,0.007,0.046,0.9,0.004,129.0
1727,용산구,2021-01-12 12:00,65.0,49.0,0.006,0.039,0.7,0.004,776.0
1728,중구,2021-01-12 12:00,83.0,65.0,0.005,0.056,1.1,0.004,441.0
1729,은평구,2021-01-12 12:00,51.0,43.0,0.007,0.04,0.8,0.005,665.0
1732,도봉구,2021-01-12 12:00,0.0,0.0,0.0,0.0,0.0,0.0,100.0
1733,노원구,2021-01-12 12:00,62.0,58.0,0.009,0.033,0.7,0.003,592.0
1734,광진구,2021-01-12 12:00,58.0,53.0,0.004,0.039,1.0,0.0,183.0
1736,중랑구,2021-01-12 12:00,60.0,40.0,0.008,0.038,0.7,0.004,325.0
1737,동대문구,2021-01-12 12:00,54.0,47.0,0.007,0.046,0.8,0.004,78.0
1738,성북구,2021-01-12 12:00,57.0,50.0,0.006,0.044,0.8,0.004,139.0
1740,영등포구,2021-01-12 12:00,67.0,56.0,0.004,0.057,1.2,0.005,296.0
1741,동작구,2021-01-12 12:00,72.0,58.0,0.006,0.052,0.9,0.004,231.0
1742,관악구,2021-01-12 12:00,49.0,42.0,0.004,0.059,1.0,0.005,636.0
1743,금천구,2021-01-12 12:00,62.0,55.0,0.011,0.037,0.7,0.004,0.0
1744,강서구,2021-01-12 12:00,66.0,44.0,0.006,0.057,0.6,0.005,59.0
1745,양천구,2021-01-12 12:00,72.0,52.0,0.005,0.059,1.0,0.004,231.0
1746,구로구,2021-01-12 12:00,71.0,56.0,0.007,0.049,0.9,0.006,100.0
1747,강남구,2021-01-12 12:00,64.0,58.0,0.005,0.052,0.8,0.005,131.0
1748,서초구,2021-01-12 12:00,73.0,61.0,0.006,0.055,0.8,0.004,509.0
1749,송파구,2021-01-12 12:00,61.0,57.0,0.009,0.044,0.7,0.005,0.0
1750,강동구,2021-01-12 12:00,69.0,59.0,0.008,0.036,0.7,0.004,0.0
1751,종로구,2021-01-12 16:00,60.0,45.0,0.003,0.048,1.0,0.003,97.0
1752,용산구,2021-01-12 16:00,64.0,42.0,0.003,0.041,0.6,0.003,436.0
1753,중구,2021-01-12 16:00,75.0,59.0,0.003,0.054,0.9,0.004,245.0
1754,은평구,2021-01-12 16:00,61.0,53.0,0.003,0.046,0.8,0.004,629.0
1756,마포구,2021-01-12 16:00,50.0,48.0,0.002,0.051,0.7,0.004,435.0
1757,도봉구,2021-01-12 16:00,53.0,52.0,0.004,0.044,0.6,0.002,130.0
1758,노원구,2021-01-12 16:00,68.0,59.0,0.004,0.048,0.7,0.003,451.0
1759,광진구,2021-01-12 16:00,58.0,53.0,0.002,0.042,1.0,0.0,220.0
1761,중랑구,2021-01-12 16:00,59.0,40.0,0.003,0.053,0.7,0.004,422.0
