id,spot_name,ymd,pm10,pm25,O3,NO2,CO,SO2,vol
11677,용산구,2021-03-19 20:00,64.0,25.0,0.02,0.048,0.5,0.004,655.0
11678,중구,2021-03-19 20:00,76.0,25.0,0.04,0.035,0.4,0.003,412.0
11679,은평구,2021-03-19 20:00,77.0,36.0,0.051,0.026,0.5,0.003,492.0
11681,마포구,2021-03-19 20:00,61.0,25.0,0.028,0.046,0.5,0.003,357.0
11682,도봉구,2021-03-19 20:00,78.0,29.0,0.042,0.027,0.3,0.003,141.0
11683,노원구,2021-03-19 20:00,71.0,28.0,0.035,0.037,0.5,0.003,503.0
11684,광진구,2021-03-19 20:00,66.0,29.0,0.03,0.034,0.5,0.003,116.0
11686,중랑구,2021-03-19 20:00,67.0,26.0,0.028,0.052,0.6,0.003,322.0
11687,동대문구,2021-03-19 20:00,76.0,29.0,0.037,0.04,0.5,0.003,86.0
11688,성북구,2021-03-19 20:00,87.0,28.0,0.026,0.043,0.6,0.003,131.0
11690,영등포구,2021-03-19 20:00,64.0,28.0,0.024,0.047,0.6,0.004,248.0
11691,동작구,2021-03-19 20:00,67.0,28.0,0.034,0.037,0.4,0.003,227.0
11692,관악구,2021-03-19 20:00,64.0,25.0,0.027,0.049,0.5,0.003,528.0
11693,금천구,2021-03-19 20:00,66.0,28.0,0.026,0.05,0.5,0.003,311.0
11694,강서구,2021-03-19 20:00,65.0,28.0,0.037,0.038,0.5,0.006,58.0
11695,양천구,2021-03-19 20:00,66.0,25.0,0.029,0.041,0.5,0.004,172.0
11696,구로구,2021-03-19 20:00,77.0,25.0,0.039,0.034,0.4,0.003,55.0
11697,강남구,2021-03-19 20:00,75.0,35.0,0.03,0.047,0.6,0.005,156.0
11698,서초구,2021-03-19 20:00,75.0,35.0,0.027,0.044,0.4,0.004,533.0
11699,송파구,2021-03-19 20:00,63.0,22.0,0.03,0.056,0.6,0.004,0.0
11700,강동구,2021-03-19 20:00,61.0,23.0,0.034,0.036,0.4,0.002,32.0
11701,종로구,2021-03-20 00:00,41.0,12.0,0.036,0.017,0.4,0.004,38.0
11702,용산구,2021-03-20 00:00,35.0,10.0,0.033,0.012,0.3,0.003,281.0
11703,중구,2021-03-20 00:00,51.0,13.0,0.033,0.02,0.3,0.003,220.0
11704,은평구,2021-03-20 00:00,47.0,16.0,0.035,0.02,0.4,0.003,273.0
11706,마포구,2021-03-20 00:00,65.0,33.0,0.013,0.054,0.6,0.003,79.0
11707,도봉구,2021-03-20 00:00,33.0,9.0,0.038,0.014,0.2,0.003,22.0
11708,노원구,2021-03-20 00:00,36.0,11.0,0.035,0.014,0.4,0.003,156.0
11709,광진구,2021-03-20 00:00,36.0,12.0,0.036,0.013,0.3,0.002,21.0
11711,중랑구,2021-03-20 00:00,34.0,11.0,0.035,0.015,0.3,0.003,78.0
11712,동대문구,2021-03-20 00:00,36.0,9.0,0.034,0.02,0.3,0.002,17.0
11713,성북구,2021-03-20 00:00,40.0,12.0,0.029,0.023,0.4,0.003,15.0
11715,영등포구,2021-03-20 00:00,67.0,34.0,0.012,0.054,0.7,0.004,15.0
11716,동작구,2021-03-20 00:00,42.0,13.0,0.036,0.016,0.3,0.002,65.0
11717,관악구,2021-03-20 00:00,56.0,21.0,0.025,0.031,0.5,0.004,274.0
11718,금천구,2021-03-20 00:00,82.0,43.0,0.021,0.037,0.4,0.004,62.0
11719,강서구,2021-03-20 00:00,81.0,40.0,0.019,0.059,0.7,0.008,3.0
11720,양천구,2021-03-20 00:00,74.0,33.0,0.009,0.062,0.7,0.004,48.0
11721,구로구,2021-03-20 00:00,68.0,27.0,0.016,0.049,0.5,0.004,3.0
11722,강남구,2021-03-20 00:00,33.0,12.0,0.036,0.016,0.3,0.004,67.0
11723,서초구,2021-03-20 00:00,34.0,6.0,0.038,0.01,0.2,0.003,216.0
11724,송파구,2021-03-20 00:00,37.0,10.0,0.042,0.016,0.3,0.003,0.0
11725,강동구,2021-03-20 00:00,37.0,13.0,0.037,0.01,0.2,0.002,0.0
11726,종로구,2021-03-20 04:00,36.0,10.0,0.043,0.01,0.3,0.004,15.0
11727,용산구,2021-03-20 04:00,32.0,10.0,0.035,0.008,0.3,0.003,123.0
11728,중구,2021-03-20 04:00,38.0,9.0,0.039,0.011,0.3,0.002,83.0
11729,은평구,2021-03-20 04:00,31.0,9.0,0.045,0.01,0.3,0.003,172.0
11731,마포구,2021-03-20 04:00,32.0,9.0,0.035,0.012,0.3,0.003,15.0
11732,도봉구,2021-03-20 04:00,31.0,10.0,0.04,0.01,0.2,0.003,8.0
11733,노원구,2021-03-20 04:00,37.0,13.0,0.037,0.009,0.3,0.003,55.0
11734,광진구,2021-03-20 04:00,31.0,11.0,0.039,0.009,0.3,0.002,5.0
11736,중랑구,2021-03-20 04:00,32.0,9.0,0.039,0.01,0.3,0.003,54.0
11737,동대문구,2021-03-20 04:00,32.0,9.0,0.038,0.014,0.3,0.002,6.0
11738,성북구,2021-03-20 04:00,30.0,9.0,0.036,0.015,0.4,0.003,66.0
11740,영등포구,2021-03-20 04:00,30.0,9.0,0.033,0.013,0.4,0.003,0.0
11741,동작구,2021-03-20 04:00,35.0,11.0,0.036,0.011,0.3,0.003,23.0
11742,관악구,2021-03-20 04:00,32.0,8.0,0.032,0.015,0.3,0.003,168.0
11743,금천구,2021-03-20 04:00,33.0,10.0,0.044,0.006,0.2,0.002,37.0
11744,강서구,2021-03-20 04:00,31.0,10.0,0.039,0.012,0.3,0.003,19.0
11745,양천구,2021-03-20 04:00,35.0,10.0,0.036,0.01,0.3,0.003,23.0
11746,구로구,2021-03-20 04:00,31.0,5.0,0.038,0.011,0.2,0.003,12.0
11747,강남구,2021-03-20 04:00,30.0,10.0,0.042,0.01,0.3,0.004,22.0
11748,서초구,2021-03-20 04:00,32.0,9.0,0.041,0.006,0.2,0.003,50.0
11749,송파구,2021-03-20 04:00,32.0,8.0,0.046,0.011,0.3,0.003,0.0
11750,강동구,2021-03-20 04:00,33.0,11.0,0.042,0.006,0.2,0.002,4.0
11751,종로구,2021-03-20 08:00,32.0,9.0,0.034,0.018,0.3,0.003,112.0
11752,용산구,2021-03-20 08:00,28.0,9.0,0.03,0.013,0.3,0.003,863.0
11753,중구,2021-03-20 08:00,37.0,9.0,0.027,0.028,0.3,0.003,403.0
11754,은평구,2021-03-20 08:00,27.0,10.0,0.039,0.014,0.3,0.003,728.0
11756,마포구,2021-03-20 08:00,28.0,7.0,0.03,0.019,0.3,0.003,254.0
11757,도봉구,2021-03-20 08:00,26.0,5.0,0.036,0.015,0.2,0.003,117.0
11758,노원구,2021-03-20 08:00,30.0,8.0,0.03,0.02,0.4,0.002,478.0
11759,광진구,2021-03-20 08:00,29.0,9.0,0.031,0.017,0.3,0.003,173.0
11761,중랑구,2021-03-20 08:00,29.0,9.0,0.033,0.019,0.3,0.003,394.0
11762,동대문구,2021-03-20 08:00,30.0,7.0,0.03,0.023,0.3,0.002,67.0
11763,성북구,2021-03-20 08:00,24.0,6.0,0.023,0.028,0.4,0.003,121.0
11765,영등포구,2021-03-20 08:00,29.0,8.0,0.025,0.025,0.4,0.002,223.0
11766,동작구,2021-03-20 08:00,33.0,9.0,0.033,0.018,0.3,0.002,243.0
11767,관악구,2021-03-20 08:00,28.0,6.0,0.03,0.022,0.3,0.003,630.0
11768,금천구,2021-03-20 08:00,28.0,8.0,0.04,0.012,0.3,0.002,397.0
11769,강서구,2021-03-20 08:00,31.0,10.0,0.031,0.023,0.3,0.002,44.0
11770,양천구,2021-03-20 08:00,31.0,10.0,0.031,0.019,0.3,0.004,226.0
11771,구로구,2021-03-20 08:00,30.0,3.0,0.036,0.016,0.2,0.003,87.0
11772,강남구,2021-03-20 08:00,28.0,10.0,0.031,0.021,0.3,0.004,113.0
11773,서초구,2021-03-20 08:00,28.0,6.0,0.034,0.015,0.2,0.003,487.0
11774,송파구,2021-03-20 08:00,29.0,8.0,0.036,0.021,0.3,0.003,0.0
11775,강동구,2021-03-20 08:00,31.0,9.0,0.035,0.013,0.2,0.002,0.0
11776,종로구,2021-03-20 12:00,22.0,8.0,0.026,0.024,0.4,0.003,114.0
11777,용산구,2021-03-20 12:00,20.0,10.0,0.023,0.021,0.3,0.003,1046.0
11778,중구,2021-03-20 12:00,0.0,0.0,0.0,0.0,0.0,0.0,500.0
11779,은평구,2021-03-20 12:00,13.0,11.0,0.025,0.022,0.4,0.003,791.0
11781,마포구,2021-03-20 12:00,21.0,9.0,0.019,0.033,0.4,0.002,464.0
11782,도봉구,2021-03-20 12:00,8.0,7.0,0.029,0.017,0.2,0.002,139.0
11783,노원구,2021-03-20 12:00,19.0,9.0,0.026,0.023,0.4,0.002,612.0
11784,광진구,2021-03-20 12:00,21.0,9.0,0.025,0.021,0.3,0.002,533.0
11786,중랑구,2021-03-20 12:00,23.0,8.0,0.021,0.029,0.4,0.002,499.0
11787,동대문구,2021-03-20 12:00,24.0,8.0,0.022,0.03,0.4,0.002,60.0
11788,성북구,2021-03-20 12:00,20.0,8.0,0.02,0.029,0.0,0.003,122.0
11790,영등포구,2021-03-20 12:00,23.0,9.0,0.015,0.035,0.5,0.002,399.0
11791,동작구,2021-03-20 12:00,24.0,10.0,0.02,0.028,0.4,0.002,223.0
11792,관악구,2021-03-20 12:00,22.0,8.0,0.023,0.026,0.4,0.003,762.0
11793,금천구,2021-03-20 12:00,62.0,43.0,0.02,0.028,0.4,0.002,457.0
11794,강서구,2021-03-20 12:00,21.0,10.0,0.026,0.026,0.3,0.002,48.0
11795,양천구,2021-03-20 12:00,24.0,11.0,0.02,0.028,0.4,0.003,268.0
11796,구로구,2021-03-20 12:00,15.0,7.0,0.022,0.028,0.3,0.003,79.0
11797,강남구,2021-03-20 12:00,21.0,11.0,0.023,0.027,0.4,0.003,112.0
11798,서초구,2021-03-20 12:00,15.0,10.0,0.015,0.0,0.3,0.003,386.0
11799,송파구,2021-03-20 12:00,21.0,9.0,0.033,0.021,0.3,0.003,0.0
11800,강동구,2021-03-20 12:00,22.0,11.0,0.021,0.027,0.3,0.002,0.0
11801,종로구,2021-03-20 16:00,15.0,8.0,0.012,0.034,0.6,0.003,106.0
11802,용산구,2021-03-20 16:00,12.0,8.0,0.011,0.034,0.4,0.003,903.0
11803,중구,2021-03-20 16:00,0.0,0.0,0.0,0.0,0.0,0.0,462.0
11804,은평구,2021-03-20 16:00,0.0,10.0,0.023,0.023,0.5,0.003,740.0
11806,마포구,2021-03-20 16:00,12.0,5.0,0.015,0.036,0.5,0.002,413.0
11807,도봉구,2021-03-20 16:00,8.0,9.0,0.021,0.025,0.3,0.003,156.0
11808,노원구,2021-03-20 16:00,11.0,6.0,0.024,0.023,0.4,0.002,620.0
11809,광진구,2021-03-20 16:00,15.0,8.0,0.016,0.029,0.4,0.002,247.0
11811,중랑구,2021-03-20 16:00,11.0,5.0,0.021,0.025,0.4,0.002,463.0
11812,동대문구,2021-03-20 16:00,15.0,8.0,0.016,0.036,0.4,0.002,72.0
11813,성북구,2021-03-20 16:00,12.0,9.0,0.014,0.034,0.0,0.003,112.0
11815,영등포구,2021-03-20 16:00,11.0,6.0,0.011,0.038,0.5,0.002,336.0
11816,동작구,2021-03-20 16:00,12.0,8.0,0.013,0.038,0.5,0.002,203.0
11817,관악구,2021-03-20 16:00,18.0,7.0,0.013,0.039,0.5,0.003,696.0
11818,금천구,2021-03-20 16:00,14.0,11.0,0.016,0.031,0.4,0.002,437.0
11819,강서구,2021-03-20 16:00,10.0,9.0,0.018,0.035,0.4,0.003,43.0
11820,양천구,2021-03-20 16:00,13.0,8.0,0.013,0.035,0.5,0.002,250.0
11821,구로구,2021-03-20 16:00,12.0,9.0,0.014,0.035,0.4,0.003,75.0
11822,강남구,2021-03-20 16:00,18.0,10.0,0.01,0.04,0.5,0.003,125.0
11823,서초구,2021-03-20 16:00,17.0,8.0,0.012,0.036,0.4,0.003,588.0
11824,송파구,2021-03-20 16:00,15.0,10.0,0.015,0.038,0.5,0.003,0.0
11825,강동구,2021-03-20 16:00,10.0,7.0,0.019,0.028,0.4,0.002,0.0
11826,종로구,2021-03-20 20:00,25.0,19.0,0.029,0.018,0.5,0.003,113.0
11827,용산구,2021-03-20 20:00,21.0,15.0,0.018,0.023,0.5,0.003,575.0
11828,중구,2021-03-20 20:00,0.0,0.0,0.0,0.0,0.0,0.0,292.0
11829,은평구,2021-03-20 20:00,26.0,22.0,0.035,0.015,0.6,0.003,539.0
11831,마포구,2021-03-20 20:00,22.0,18.0,0.027,0.024,0.5,0.002,240.0
11832,도봉구,2021-03-20 20:00,0.0,17.0,0.028,0.015,0.4,0.003,105.0
11833,노원구,2021-03-20 20:00,19.0,13.0,0.021,0.022,0.5,0.002,374.0
11834,광진구,2021-03-20 20:00,18.0,12.0,0.016,0.029,0.5,0.003,114.0
11836,중랑구,2021-03-20 20:00,21.0,14.0,0.014,0.033,0.5,0.002,224.0
11837,동대문구,2021-03-20 20:00,19.0,13.0,0.026,0.021,0.5,0.002,63.0
11838,성북구,2021-03-20 20:00,17.0,12.0,0.022,0.023,0.0,0.003,107.0
11840,영등포구,2021-03-20 20:00,28.0,21.0,0.023,0.024,0.6,0.002,115.0
11841,동작구,2021-03-20 20:00,30.0,24.0,0.024,0.024,0.5,0.002,164.0
11842,관악구,2021-03-20 20:00,35.0,23.0,0.022,0.03,0.6,0.003,433.0
11843,금천구,2021-03-20 20:00,37.0,28.0,0.026,0.025,0.5,0.002,224.0
11844,강서구,2021-03-20 20:00,31.0,27.0,0.039,0.018,0.5,0.003,40.0
11845,양천구,2021-03-20 20:00,29.0,20.0,0.029,0.021,0.5,0.003,129.0
11846,구로구,2021-03-20 20:00,27.0,26.0,0.029,0.021,0.4,0.003,82.0
11847,강남구,2021-03-20 20:00,33.0,28.0,0.02,0.028,0.5,0.003,130.0
11848,서초구,2021-03-20 20:00,32.0,29.0,0.026,0.02,0.4,0.003,419.0
11849,송파구,2021-03-20 20:00,27.0,18.0,0.015,0.036,0.6,0.003,0.0
11850,강동구,2021-03-20 20:00,19.0,13.0,0.008,0.04,0.5,0.002,0.0
11851,종로구,2021-03-21 00:00,51.0,30.0,0.036,0.012,0.5,0.004,28.0
11852,용산구,2021-03-21 00:00,47.0,29.0,0.024,0.019,0.5,0.003,212.0
11853,중구,2021-03-21 00:00,0.0,0.0,0.0,0.0,0.0,0.0,115.0
11854,은평구,2021-03-21 00:00,59.0,42.0,0.035,0.012,0.6,0.003,194.0
11856,마포구,2021-03-21 00:00,53.0,37.0,0.029,0.018,0.6,0.003,49.0
11857,도봉구,2021-03-21 00:00,38.0,26.0,0.038,0.008,0.3,0.003,10.0
11858,노원구,2021-03-21 00:00,31.0,21.0,0.034,0.011,0.5,0.002,102.0
11859,광진구,2021-03-21 00:00,59.0,37.0,0.027,0.02,0.5,0.003,23.0
11861,중랑구,2021-03-21 00:00,42.0,24.0,0.029,0.02,0.5,0.003,60.0
11862,동대문구,2021-03-21 00:00,47.0,26.0,0.033,0.015,0.5,0.002,16.0
11863,성북구,2021-03-21 00:00,46.0,31.0,0.029,0.018,0.0,0.002,13.0
11865,영등포구,2021-03-21 00:00,56.0,39.0,0.03,0.017,0.6,0.002,13.0
11866,동작구,2021-03-21 00:00,69.0,45.0,0.029,0.018,0.5,0.002,51.0
11867,관악구,2021-03-21 00:00,61.0,37.0,0.027,0.023,0.6,0.002,185.0
11868,금천구,2021-03-21 00:00,67.0,45.0,0.033,0.016,0.5,0.002,84.0
11869,강서구,2021-03-21 00:00,62.0,41.0,0.041,0.011,0.5,0.004,3.0
11870,양천구,2021-03-21 00:00,65.0,41.0,0.031,0.015,0.6,0.003,37.0
11871,구로구,2021-03-21 00:00,61.0,45.0,0.033,0.017,0.4,0.003,14.0
11872,강남구,2021-03-21 00:00,59.0,40.0,0.029,0.02,0.6,0.003,53.0
11873,서초구,2021-03-21 00:00,69.0,52.0,0.029,0.015,0.5,0.003,103.0
11874,송파구,2021-03-21 00:00,50.0,30.0,0.03,0.022,0.6,0.003,0.0
11875,강동구,2021-03-21 00:00,50.0,34.0,0.026,0.021,0.5,0.002,0.0
11876,종로구,2021-03-21 04:00,52.0,42.0,0.049,0.007,0.7,0.003,14.0
11877,용산구,2021-03-21 04:00,46.0,44.0,0.034,0.009,0.6,0.003,64.0
11878,중구,2021-03-21 04:00,0.0,0.0,0.0,0.0,0.0,0.0,43.0
11879,은평구,2021-03-21 04:00,57.0,51.0,0.052,0.009,0.7,0.003,113.0
11881,마포구,2021-03-21 04:00,53.0,49.0,0.037,0.013,0.7,0.002,13.0
11882,도봉구,2021-03-21 04:00,0.0,45.0,0.049,0.006,0.6,0.003,11.0
11883,노원구,2021-03-21 04:00,47.0,40.0,0.044,0.007,0.7,0.002,49.0
11884,광진구,2021-03-21 04:00,47.0,40.0,0.04,0.01,0.6,0.003,4.0
11886,중랑구,2021-03-21 04:00,49.0,36.0,0.04,0.011,0.7,0.003,35.0
11887,동대문구,2021-03-21 04:00,48.0,39.0,0.046,0.009,0.6,0.002,5.0
11888,성북구,2021-03-21 04:00,48.0,41.0,0.041,0.011,0.0,0.002,59.0
11890,영등포구,2021-03-21 04:00,55.0,53.0,0.038,0.01,0.8,0.002,4.0
11891,동작구,2021-03-21 04:00,53.0,49.0,0.041,0.011,0.6,0.002,13.0
11892,관악구,2021-03-21 04:00,49.0,41.0,0.038,0.014,0.7,0.003,83.0
11893,금천구,2021-03-21 04:00,60.0,55.0,0.047,0.009,0.7,0.002,42.0
11894,강서구,2021-03-21 04:00,65.0,58.0,0.049,0.01,0.7,0.003,17.0
11895,양천구,2021-03-21 04:00,66.0,56.0,0.04,0.01,0.7,0.003,17.0
11896,구로구,2021-03-21 04:00,54.0,47.0,0.043,0.01,0.5,0.003,10.0
11897,강남구,2021-03-21 04:00,52.0,47.0,0.041,0.011,0.7,0.003,19.0
11898,서초구,2021-03-21 04:00,60.0,52.0,0.043,0.006,0.6,0.003,24.0
11899,송파구,2021-03-21 04:00,47.0,40.0,0.044,0.01,0.7,0.003,0.0
11900,강동구,2021-03-21 04:00,47.0,41.0,0.042,0.007,0.5,0.002,0.0
11901,종로구,2021-03-21 08:00,56.0,47.0,0.035,0.013,0.6,0.004,98.0
11902,용산구,2021-03-21 08:00,47.0,44.0,0.025,0.017,0.5,0.003,661.0
11903,중구,2021-03-21 08:00,0.0,0.0,0.0,0.0,0.0,0.0,246.0
11904,은평구,2021-03-21 08:00,53.0,45.0,0.033,0.016,0.6,0.003,502.0
11906,마포구,2021-03-21 08:00,47.0,42.0,0.026,0.022,0.6,0.003,161.0
11907,도봉구,2021-03-21 08:00,50.0,45.0,0.04,0.008,0.5,0.003,68.0
11908,노원구,2021-03-21 08:00,49.0,44.0,0.038,0.01,0.6,0.002,259.0
11909,광진구,2021-03-21 08:00,52.0,46.0,0.035,0.014,0.6,0.002,74.0
11911,중랑구,2021-03-21 08:00,60.0,45.0,0.032,0.019,0.7,0.002,215.0
11912,동대문구,2021-03-21 08:00,56.0,45.0,0.035,0.015,0.6,0.002,60.0
11913,성북구,2021-03-21 08:00,58.0,46.0,0.029,0.017,0.0,0.002,104.0
11915,영등포구,2021-03-21 08:00,48.0,44.0,0.03,0.016,0.5,0.002,133.0
11916,동작구,2021-03-21 08:00,57.0,51.0,0.031,0.017,0.5,0.002,156.0
11917,관악구,2021-03-21 08:00,48.0,36.0,0.028,0.02,0.5,0.002,386.0
11918,금천구,2021-03-21 08:00,60.0,52.0,0.031,0.017,0.5,0.002,189.0
11919,강서구,2021-03-21 08:00,53.0,42.0,0.034,0.02,0.5,0.003,37.0
11920,양천구,2021-03-21 08:00,55.0,44.0,0.029,0.017,0.5,0.003,100.0
11921,구로구,2021-03-21 08:00,48.0,46.0,0.032,0.016,0.4,0.003,33.0
11922,강남구,2021-03-21 08:00,50.0,48.0,0.036,0.016,0.6,0.003,107.0
11923,서초구,2021-03-21 08:00,56.0,48.0,0.033,0.013,0.4,0.003,269.0
11924,송파구,2021-03-21 08:00,51.0,43.0,0.037,0.021,0.6,0.003,0.0
11925,강동구,2021-03-21 08:00,57.0,53.0,0.035,0.014,0.6,0.002,0.0
11926,종로구,2021-03-21 12:00,55.0,40.0,0.042,0.009,0.4,0.002,88.0
11927,용산구,2021-03-21 12:00,57.0,43.0,0.032,0.011,0.4,0.003,1090.0
11928,중구,2021-03-21 12:00,0.0,0.0,0.0,0.0,0.0,0.0,488.0
11929,은평구,2021-03-21 12:00,49.0,35.0,0.046,0.009,0.4,0.003,789.0
11931,마포구,2021-03-21 12:00,50.0,39.0,0.036,0.013,0.4,0.003,336.0
11932,도봉구,2021-03-21 12:00,48.0,38.0,0.041,0.006,0.3,0.003,136.0
11933,노원구,2021-03-21 12:00,52.0,39.0,0.037,0.01,0.5,0.002,551.0
11934,광진구,2021-03-21 12:00,55.0,43.0,0.038,0.012,0.4,0.003,182.0
11936,중랑구,2021-03-21 12:00,54.0,38.0,0.036,0.015,0.5,0.002,398.0
11937,동대문구,2021-03-21 12:00,57.0,37.0,0.039,0.011,0.4,0.002,52.0
11938,성북구,2021-03-21 12:00,48.0,37.0,0.034,0.013,0.0,0.003,96.0
11940,영등포구,2021-03-21 12:00,51.0,41.0,0.037,0.012,0.5,0.002,270.0
11941,동작구,2021-03-21 12:00,56.0,44.0,0.039,0.012,0.4,0.002,217.0
11942,관악구,2021-03-21 12:00,50.0,38.0,0.036,0.015,0.5,0.003,659.0
11943,금천구,2021-03-21 12:00,55.0,42.0,0.043,0.01,0.4,0.003,339.0
11944,강서구,2021-03-21 12:00,55.0,41.0,0.047,0.011,0.4,0.003,39.0
11945,양천구,2021-03-21 12:00,56.0,41.0,0.038,0.012,0.5,0.002,256.0
11946,구로구,2021-03-21 12:00,48.0,38.0,0.041,0.011,0.4,0.003,7.0
11947,강남구,2021-03-21 12:00,52.0,43.0,0.041,0.013,0.5,0.003,100.0
11948,서초구,2021-03-21 12:00,55.0,41.0,0.04,0.009,0.4,0.003,622.0
11949,송파구,2021-03-21 12:00,59.0,41.0,0.042,0.015,0.5,0.003,0.0
11950,강동구,2021-03-21 12:00,56.0,46.0,0.038,0.009,0.4,0.002,0.0
11951,종로구,2021-03-21 16:00,30.0,13.0,0.04,0.007,0.3,0.003,99.0
11952,용산구,2021-03-21 16:00,31.0,11.0,0.031,0.01,0.3,0.003,967.0
11953,중구,2021-03-21 16:00,32.0,11.0,0.039,0.008,0.3,0.002,482.0
11954,은평구,2021-03-21 16:00,23.0,10.0,0.045,0.007,0.3,0.003,742.0
11956,마포구,2021-03-21 16:00,28.0,9.0,0.034,0.011,0.3,0.002,330.0
11957,도봉구,2021-03-21 16:00,29.0,7.0,0.042,0.005,0.2,0.003,188.0
11958,노원구,2021-03-21 16:00,30.0,11.0,0.039,0.008,0.3,0.002,614.0
11959,광진구,2021-03-21 16:00,31.0,14.0,0.038,0.009,0.2,0.003,263.0
11961,중랑구,2021-03-21 16:00,28.0,12.0,0.036,0.012,0.3,0.003,471.0
11962,동대문구,2021-03-21 16:00,30.0,12.0,0.04,0.01,0.3,0.002,53.0
11963,성북구,2021-03-21 16:00,31.0,9.0,0.035,0.01,0.0,0.003,96.0
11965,영등포구,2021-03-21 16:00,26.0,9.0,0.036,0.01,0.4,0.003,295.0
11966,동작구,2021-03-21 16:00,31.0,13.0,0.039,0.01,0.3,0.002,228.0
11967,관악구,2021-03-21 16:00,26.0,9.0,0.036,0.012,0.3,0.003,624.0
11968,금천구,2021-03-21 16:00,29.0,12.0,0.042,0.009,0.3,0.002,361.0
11969,강서구,2021-03-21 16:00,24.0,9.0,0.043,0.01,0.3,0.004,39.0
11970,양천구,2021-03-21 16:00,29.0,10.0,0.039,0.01,0.3,0.003,232.0
11971,구로구,2021-03-21 16:00,23.0,13.0,0.041,0.009,0.2,0.003,59.0
11972,강남구,2021-03-21 16:00,30.0,13.0,0.04,0.01,0.3,0.003,99.0
11973,서초구,2021-03-21 16:00,29.0,9.0,0.04,0.006,0.2,0.003,660.0
11974,송파구,2021-03-21 16:00,33.0,14.0,0.043,0.012,0.4,0.003,0.0
11975,강동구,2021-03-21 16:00,35.0,17.0,0.038,0.008,0.3,0.002,0.0
11976,종로구,2021-03-21 20:00,29.0,21.0,0.041,0.009,0.4,0.003,90.0
11977,용산구,2021-03-21 20:00,26.0,19.0,0.032,0.009,0.3,0.002,580.0
11978,중구,2021-03-21 20:00,33.0,24.0,0.039,0.011,0.4,0.003,282.0
11979,은평구,2021-03-21 20:00,27.0,18.0,0.043,0.01,0.4,0.003,588.0
11981,마포구,2021-03-21 20:00,27.0,18.0,0.031,0.015,0.4,0.002,242.0
11982,도봉구,2021-03-21 20:00,21.0,16.0,0.042,0.006,0.3,0.002,103.0
11983,노원구,2021-03-21 20:00,29.0,21.0,0.037,0.01,0.4,0.002,343.0
11984,광진구,2021-03-21 20:00,29.0,20.0,0.037,0.01,0.3,0.002,104.0
11986,중랑구,2021-03-21 20:00,29.0,19.0,0.035,0.016,0.4,0.002,257.0
11987,동대문구,2021-03-21 20:00,33.0,18.0,0.039,0.011,0.3,0.002,54.0
11988,성북구,2021-03-21 20:00,26.0,18.0,0.034,0.011,0.0,0.002,92.0
11990,영등포구,2021-03-21 20:00,26.0,19.0,0.033,0.013,0.5,0.002,159.0
11991,동작구,2021-03-21 20:00,30.0,21.0,0.036,0.014,0.3,0.002,205.0
11992,관악구,2021-03-21 20:00,31.0,20.0,0.033,0.015,0.4,0.003,478.0
11993,금천구,2021-03-21 20:00,34.0,21.0,0.038,0.014,0.4,0.003,244.0
11994,강서구,2021-03-21 20:00,31.0,22.0,0.04,0.014,0.4,0.004,32.0
11995,양천구,2021-03-21 20:00,31.0,19.0,0.035,0.015,0.4,0.002,118.0
11996,구로구,2021-03-21 20:00,24.0,17.0,0.039,0.013,0.3,0.003,69.0
11997,강남구,2021-03-21 20:00,28.0,22.0,0.039,0.011,0.4,0.003,104.0
11998,서초구,2021-03-21 20:00,28.0,12.0,0.04,0.008,0.3,0.003,525.0
11999,송파구,2021-03-21 20:00,32.0,19.0,0.042,0.014,0.4,0.003,0.0
12000,강동구,2021-03-21 20:00,31.0,22.0,0.038,0.008,0.3,0.002,0.0
12001,종로구,2021-03-22 00:00,29.0,23.0,0.035,0.011,0.4,0.002,26.0
12002,용산구,2021-03-22 00:00,30.0,24.0,0.027,0.011,0.3,0.002,156.0
12003,중구,2021-03-22 00:00,33.0,22.0,0.034,0.011,0.4,0.002,91.0
12004,은평구,2021-03-22 00:00,31.0,18.0,0.037,0.01,0.4,0.003,147.0
12006,마포구,2021-03-22 00:00,26.0,19.0,0.029,0.014,0.4,0.002,32.0
12007,도봉구,2021-03-22 00:00,27.0,20.0,0.037,0.005,0.2,0.002,2.0
12008,노원구,2021-03-22 00:00,34.0,25.0,0.034,0.01,0.4,0.002,59.0
12009,광진구,2021-03-22 00:00,31.0,24.0,0.033,0.011,0.3,0.002,10.0
12011,중랑구,2021-03-22 00:00,33.0,22.0,0.03,0.016,0.4,0.002,47.0
12012,동대문구,2021-03-22 00:00,30.0,21.0,0.033,0.011,0.3,0.002,13.0
12013,성북구,2021-03-22 00:00,25.0,17.0,0.029,0.013,0.0,0.002,13.0
12015,영등포구,2021-03-22 00:00,27.0,21.0,0.03,0.013,0.4,0.002,13.0
12016,동작구,2021-03-22 00:00,32.0,24.0,0.033,0.013,0.3,0.002,29.0
12017,관악구,2021-03-22 00:00,26.0,18.0,0.03,0.016,0.4,0.002,169.0
12018,금천구,2021-03-22 00:00,31.0,22.0,0.036,0.013,0.3,0.002,56.0
12019,강서구,2021-03-22 00:00,31.0,23.0,0.039,0.012,0.4,0.004,3.0
12020,양천구,2021-03-22 00:00,33.0,22.0,0.031,0.016,0.4,0.003,28.0
